row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,sales_outlier_flag,profit_outlier_flag,quantity_outlier_flag,discount_outlier_flag,order_year,order_month,order_month_name,order_quarter,ship_days,revenue,cost,profit_margin,discount_band,profitability_status,customer_order_count,customer_lifetime_value,customer_value_segment
6001,US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Caldwell,Idaho,83605,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0.0,42.0256,0,0,0,0,2014,2014-12-01,Dec,Q4,4,91.36,49.3344,0.45999999999999996,No Discount,Profitable,13,558.4739999999999,High Value
6002,CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,Phoenix,Arizona,85023,West,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96,3,0.2,7.6965,0,0,0,0,2014,2014-12-01,Dec,Q4,4,87.96,80.2635,0.08750000000000001,Medium,Profitable,8,633.7072000000001,High Value
6003,CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,Phoenix,Arizona,85023,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.1712,0,0,0,1,2014,2014-12-01,Dec,Q4,4,5.214,9.385200000000001,-0.7999999999999999,Very High,Loss-Making,8,633.7072000000001,High Value
6004,US-2017-146878,2017-09-21,2017-09-27,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Miami,Florida,33142,South,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.294,1,0.7,-8.6058,0,0,0,1,2017,2017-09-01,Sep,Q3,6,12.294,20.8998,-0.7,Very High,Loss-Making,8,322.2449,High Value
6005,CA-2017-107244,2017-09-07,2017-09-11,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0.0,8.2992,0,0,0,0,2017,2017-09-01,Sep,Q3,4,19.76,11.4608,0.42,No Discount,Profitable,5,69.2784,Low Value
6006,CA-2015-100657,2015-11-02,2015-11-07,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,0.1,8.5372,0,0,0,0,2015,2015-11-01,Nov,Q4,5,109.764,101.2268,0.07777777777777778,Low,Profitable,7,-19.60620000000001,Low Value
6007,CA-2017-129581,2017-12-11,2017-12-18,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New Bedford,Massachusetts,2740,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3,0.0,3.8655,0,0,0,0,2017,2017-12-01,Dec,Q4,7,128.85,124.9845,0.030000000000000002,No Discount,Profitable,9,-151.1518,Low Value
6008,CA-2017-129028,2017-04-01,2017-04-03,First Class,GB-14530,George Bell,Corporate,United States,Florence,South Carolina,29501,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0.0,21.7515,0,0,0,0,2017,2017-04-01,Apr,Q2,2,127.95,106.1985,0.16999999999999998,No Discount,Profitable,11,7.837100000000003,Low Value
6009,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,68.52,3,0.0,31.5192,0,0,0,0,2015,2015-12-01,Dec,Q4,4,68.52,37.0008,0.46,No Discount,Profitable,12,1933.7830999999999,VIP
6010,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3,0.0,14.2386,0,0,0,0,2015,2015-12-01,Dec,Q4,4,74.94,60.7014,0.19,No Discount,Profitable,12,1933.7830999999999,VIP
6011,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56,6,0.2,286.713,1,1,0,0,2015,2015-12-01,Dec,Q4,4,2548.56,2261.8469999999998,0.11250000000000002,Medium,Profitable,12,1933.7830999999999,VIP
6012,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0.0,122.148,0,1,0,0,2015,2015-12-01,Dec,Q4,4,271.44,149.292,0.45,No Discount,Profitable,12,1933.7830999999999,VIP
6013,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,3,0.2,35.985,0,0,0,0,2015,2015-12-01,Dec,Q4,4,287.88,251.89499999999998,0.125,Medium,Profitable,12,1933.7830999999999,VIP
6014,CA-2016-159016,2016-03-10,2016-03-11,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,90008,West,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9,5,0.0,7.152,0,0,0,0,2016,2016-03-01,Mar,Q1,1,14.9,7.748,0.48,No Discount,Profitable,7,1660.1386,VIP
6015,CA-2016-159016,2016-03-10,2016-03-11,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.912,8,0.2,363.9048,1,1,0,0,2016,2016-03-01,Mar,Q1,1,4158.912,3795.0072,0.0875,Medium,Profitable,7,1660.1386,VIP
6016,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0.0,15.6332,0,0,0,0,2014,2014-04-01,Apr,Q2,6,91.96,76.32679999999999,0.17,No Discount,Profitable,4,103.3499,Medium Value
6017,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.0,12.9129,0,0,0,0,2014,2014-04-01,Apr,Q2,6,33.11,20.1971,0.39,No Discount,Profitable,4,103.3499,Medium Value
6018,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.44,3,0.0,9.3312,0,0,0,0,2014,2014-04-01,Apr,Q2,6,19.44,10.1088,0.48000000000000004,No Discount,Profitable,4,103.3499,Medium Value
6019,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,0.0,26.6304,0,0,0,0,2014,2014-04-01,Apr,Q2,6,55.48,28.849599999999995,0.48000000000000004,No Discount,Profitable,4,103.3499,Medium Value
6020,CA-2014-152422,2014-10-05,2014-10-10,Second Class,BD-11635,Brian Derr,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92,5,0.2,11.49,0,0,0,0,2014,2014-10-01,Oct,Q4,5,91.92,80.43,0.125,Medium,Profitable,3,141.53400000000002,Medium Value
6021,US-2016-156692,2016-08-13,2016-08-13,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Kenner,Louisiana,70065,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,17.34,2,0.0,4.6818,0,0,0,0,2016,2016-08-01,Aug,Q3,0,17.34,12.6582,0.27,No Discount,Profitable,7,804.6113,VIP
6022,US-2016-156692,2016-08-13,2016-08-13,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Kenner,Louisiana,70065,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0.0,15.1158,0,0,0,0,2016,2016-08-01,Aug,Q3,0,71.98,56.864200000000004,0.21,No Discount,Profitable,7,804.6113,VIP
6023,CA-2014-130869,2014-11-17,2014-11-21,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Cedar Hill,Texas,75104,Central,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478,0,0,0,0,2014,2014-11-01,Nov,Q4,4,7.08,4.602,0.35000000000000003,Medium,Profitable,10,150.2089,Medium Value
6024,US-2017-128832,2017-04-24,2017-04-27,First Class,LS-16945,Linda Southworth,Corporate,United States,Providence,Rhode Island,2908,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,69.98,2,0.0,4.8986,0,0,0,0,2017,2017-04-01,Apr,Q2,3,69.98,65.0814,0.06999999999999999,No Discount,Profitable,6,-318.77369999999996,Low Value
6025,CA-2017-139717,2017-08-24,2017-08-26,Second Class,DM-13015,Darrin Martin,Consumer,United States,Lancaster,Ohio,43130,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,646.272,8,0.2,64.6272,1,0,0,0,2017,2017-08-01,Aug,Q3,2,646.272,581.6448,0.09999999999999999,Medium,Profitable,7,1677.3931,VIP
6026,CA-2017-139717,2017-08-24,2017-08-26,Second Class,DM-13015,Darrin Martin,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,10.368,2,0.2,3.7584,0,0,0,0,2017,2017-08-01,Aug,Q3,2,10.368,6.6096,0.3625,Medium,Profitable,7,1677.3931,VIP
6027,CA-2017-136007,2017-02-23,2017-03-02,Standard Class,AC-10615,Ann Chong,Corporate,United States,Seattle,Washington,98115,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,8.4,5,0.0,0.336,0,0,0,0,2017,2017-02-01,Feb,Q1,7,8.4,8.064,0.04,No Discount,Profitable,5,298.8273,High Value
6028,CA-2017-136007,2017-02-23,2017-03-02,Standard Class,AC-10615,Ann Chong,Corporate,United States,Seattle,Washington,98115,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186,0,0,0,0,2017,2017-02-01,Feb,Q1,7,71.96,46.773999999999994,0.35000000000000003,Medium,Profitable,5,298.8273,High Value
6029,CA-2016-157364,2016-11-19,2016-11-21,First Class,LT-17110,Liz Thompson,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,18.48,2,0.2,6.006,0,0,0,0,2016,2016-11-01,Nov,Q4,2,18.48,12.474,0.325,Medium,Profitable,8,320.973,High Value
6030,US-2016-112970,2016-11-14,2016-11-15,First Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84,3,0.0,2.8536,0,0,0,0,2016,2016-11-01,Nov,Q4,1,9.84,6.9864,0.29000000000000004,No Discount,Profitable,7,260.6155,Medium Value
6031,US-2017-152492,2017-07-06,2017-07-06,Same Day,AH-10585,Angele Hood,Consumer,United States,Miami,Florida,33142,South,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,239.24,1,0.2,23.924,0,0,0,0,2017,2017-07-01,Jul,Q3,0,239.24,215.316,0.09999999999999999,Medium,Profitable,4,83.96300000000001,Low Value
6032,CA-2016-101168,2016-12-25,2017-01-01,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Nashua,New Hampshire,3060,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0.0,6.5472,0,0,0,0,2016,2016-12-01,Dec,Q4,7,21.12,14.5728,0.31,No Discount,Profitable,8,332.3487,High Value
6033,CA-2017-104010,2017-04-23,2017-04-25,First Class,TD-20995,Tamara Dahlen,Consumer,United States,New York City,New York,10011,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,0.0,15.372,0,0,0,0,2017,2017-04-01,Apr,Q2,2,54.9,39.528,0.28,No Discount,Profitable,9,88.1897,Medium Value
6034,CA-2015-130253,2015-12-14,2015-12-18,Standard Class,PP-18955,Paul Prost,Home Office,United States,Los Angeles,California,90036,West,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3,0.0,5.1816,0,0,0,0,2015,2015-12-01,Dec,Q4,4,15.24,10.058399999999999,0.34,No Discount,Profitable,10,1495.0854,VIP
6035,US-2015-155369,2015-04-19,2015-04-25,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Carrollton,Texas,75007,Central,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",19.568,2,0.8,-52.8336,0,1,0,1,2015,2015-04-01,Apr,Q2,6,19.568,72.4016,-2.6999999999999997,Very High,Loss-Making,13,137.46130000000002,Medium Value
6036,US-2015-155369,2015-04-19,2015-04-25,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Carrollton,Texas,75007,Central,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,310.392,4,0.8,-512.1468,0,1,0,1,2015,2015-04-01,Apr,Q2,6,310.392,822.5388,-1.65,Very High,Loss-Making,13,137.46130000000002,Medium Value
6037,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614,0,0,0,0,2016,2016-09-01,Sep,Q3,4,42.6,25.986,0.39,No Discount,Profitable,6,857.8033,VIP
6038,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0.0,54.6912,0,0,0,0,2016,2016-09-01,Sep,Q3,4,113.94,59.248799999999996,0.48000000000000004,No Discount,Profitable,6,857.8033,VIP
6039,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,0.0,5.1968,0,0,0,0,2016,2016-09-01,Sep,Q3,4,129.92,124.72319999999999,0.04,No Discount,Profitable,6,857.8033,VIP
6040,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3,0.0,2.5344,0,0,0,0,2016,2016-09-01,Sep,Q3,4,5.28,2.7456,0.48000000000000004,No Discount,Profitable,6,857.8033,VIP
6041,CA-2017-122364,2017-09-24,2017-09-29,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,3,0.2,75.18,1,1,0,0,2017,2017-09-01,Sep,Q3,5,859.2,784.02,0.08750000000000001,Medium,Profitable,7,520.5229,High Value
6042,CA-2017-122364,2017-09-24,2017-09-29,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,90008,West,TEC-MA-10001031,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),506.28,3,0.2,177.198,1,1,0,0,2017,2017-09-01,Sep,Q3,5,506.28,329.082,0.35000000000000003,Medium,Profitable,7,520.5229,High Value
6043,CA-2016-117912,2016-02-04,2016-02-08,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,85635,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,2,0.2,3.9512,0,0,0,0,2016,2016-02-01,Feb,Q1,4,14.368,10.4168,0.275,Medium,Profitable,9,-1603.0451,Low Value
6044,CA-2017-145702,2017-05-19,2017-05-24,Second Class,AH-10075,Adam Hart,Corporate,United States,Knoxville,Tennessee,37918,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,0.2,-35.3646,0,0,0,0,2017,2017-05-01,May,Q2,5,314.352,349.71659999999997,-0.11250000000000002,Medium,Loss-Making,10,281.189,Medium Value
6045,CA-2017-145702,2017-05-19,2017-05-24,Second Class,AH-10075,Adam Hart,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,27.888,7,0.2,10.1094,0,0,0,0,2017,2017-05-01,May,Q2,5,27.888,17.7786,0.3625,Medium,Profitable,10,281.189,Medium Value
6046,CA-2015-113215,2015-09-03,2015-09-08,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,Tucson,Arizona,85705,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152,3,0.2,89.307,0,1,0,0,2015,2015-09-01,Sep,Q3,5,238.152,148.84499999999997,0.37500000000000006,Medium,Profitable,8,427.0258,High Value
6047,CA-2016-154662,2016-06-09,2016-06-16,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,Minneapolis,Minnesota,55407,Central,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94,3,0.0,173.235,1,1,0,0,2016,2016-06-01,Jun,Q2,7,692.94,519.705,0.25,No Discount,Profitable,4,523.2133,High Value
6048,CA-2015-105571,2015-11-07,2015-11-11,Standard Class,CP-12340,Christine Phan,Corporate,United States,Miami,Florida,33142,South,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,16.146,9,0.7,-12.9168,0,0,0,1,2015,2015-11-01,Nov,Q4,4,16.146,29.062800000000003,-0.7999999999999999,Very High,Loss-Making,8,-1850.3029000000001,Low Value
6049,CA-2015-105571,2015-11-07,2015-11-11,Standard Class,CP-12340,Christine Phan,Corporate,United States,Miami,Florida,33142,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1345.485,5,0.7,-1031.5385,1,1,0,1,2015,2015-11-01,Nov,Q4,4,1345.485,2377.0235000000002,-0.7666666666666668,Very High,Loss-Making,8,-1850.3029000000001,Low Value
6050,CA-2016-152765,2016-06-15,2016-06-18,First Class,LS-17245,Lynn Smith,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,173.488,7,0.2,54.215,0,0,0,0,2016,2016-06-01,Jun,Q2,3,173.488,119.273,0.3125,Medium,Profitable,6,348.3584,High Value
6051,CA-2015-153878,2015-04-25,2015-04-30,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5,0.0,16.17,0,0,0,0,2015,2015-04-01,Apr,Q2,5,57.75,41.58,0.28,No Discount,Profitable,5,220.91629999999998,Medium Value
6052,CA-2015-153878,2015-04-25,2015-04-30,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,272.4,5,0.0,76.272,0,1,0,0,2015,2015-04-01,Apr,Q2,5,272.4,196.128,0.28,No Discount,Profitable,5,220.91629999999998,Medium Value
6053,CA-2016-124016,2016-09-23,2016-09-26,Second Class,JS-15940,Joni Sundaresam,Home Office,United States,Lancaster,Ohio,43130,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,11.952,3,0.2,4.0338,0,0,0,0,2016,2016-09-01,Sep,Q3,3,11.952,7.9182,0.3375,Medium,Profitable,5,-327.9336,Low Value
6054,CA-2016-124016,2016-09-23,2016-09-26,Second Class,JS-15940,Joni Sundaresam,Home Office,United States,Lancaster,Ohio,43130,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",28.0,4,0.2,7.7,0,0,0,0,2016,2016-09-01,Sep,Q3,3,28.0,20.3,0.275,Medium,Profitable,5,-327.9336,Low Value
6055,CA-2016-124016,2016-09-23,2016-09-26,Second Class,JS-15940,Joni Sundaresam,Home Office,United States,Lancaster,Ohio,43130,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,12.201,7,0.7,-9.7608,0,0,0,1,2016,2016-09-01,Sep,Q3,3,12.201,21.9618,-0.7999999999999999,Very High,Loss-Making,5,-327.9336,Low Value
6056,CA-2016-113551,2016-08-18,2016-08-20,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Edinburg,Texas,78539,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,2.068,1,0.8,-3.4122,0,0,0,1,2016,2016-08-01,Aug,Q3,2,2.068,5.4802,-1.65,Very High,Loss-Making,7,-1695.9714,Low Value
6057,CA-2016-113551,2016-08-18,2016-08-20,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Edinburg,Texas,78539,Central,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,83.84,8,0.2,30.392,0,0,0,0,2016,2016-08-01,Aug,Q3,2,83.84,53.44800000000001,0.3625,Medium,Profitable,7,-1695.9714,Low Value
6058,CA-2014-107524,2014-03-02,2014-03-08,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,10009,East,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2,0.0,5.3392,0,0,0,0,2014,2014-03-01,Mar,Q1,6,11.36,6.0207999999999995,0.47000000000000003,No Discount,Profitable,8,329.76250000000005,High Value
6059,CA-2014-107524,2014-03-02,2014-03-08,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,10009,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,5,0.0,17.472,0,0,0,0,2014,2014-03-01,Mar,Q1,6,36.4,18.927999999999997,0.48000000000000004,No Discount,Profitable,8,329.76250000000005,High Value
6060,CA-2014-138072,2014-12-30,2015-01-03,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",27.968,2,0.2,6.992,0,0,0,0,2014,2014-12-01,Dec,Q4,4,27.968,20.976,0.25,Medium,Profitable,11,136.70790000000002,Medium Value
6061,CA-2015-134201,2015-04-10,2015-04-16,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Rochester,New York,14609,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,142.04,4,0.0,38.3508,0,0,0,0,2015,2015-04-01,Apr,Q2,6,142.04,103.6892,0.27,No Discount,Profitable,10,96.27019999999999,Medium Value
6062,CA-2015-134201,2015-04-10,2015-04-16,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Rochester,New York,14609,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,14.67,3,0.0,6.0147,0,0,0,0,2015,2015-04-01,Apr,Q2,6,14.67,8.6553,0.41000000000000003,No Discount,Profitable,10,96.27019999999999,Medium Value
6063,CA-2015-111780,2015-12-25,2015-12-30,Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,92037,West,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96,5,0.2,224.9925,1,1,0,0,2015,2015-12-01,Dec,Q4,5,1199.96,974.9675,0.1875,Medium,Profitable,9,546.0882,High Value
6064,CA-2015-111780,2015-12-25,2015-12-30,Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,92037,West,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",12.6,3,0.0,6.174,0,0,0,0,2015,2015-12-01,Dec,Q4,5,12.6,6.425999999999999,0.49000000000000005,No Discount,Profitable,9,546.0882,High Value
6065,CA-2015-111780,2015-12-25,2015-12-30,Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,92037,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3,0.0,8.073,0,0,0,0,2015,2015-12-01,Dec,Q4,5,17.94,9.867,0.45,No Discount,Profitable,9,546.0882,High Value
6066,CA-2015-119942,2015-04-05,2015-04-07,First Class,TT-21070,Ted Trevino,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,23.904,6,0.2,7.7688,0,0,0,0,2015,2015-04-01,Apr,Q2,2,23.904,16.1352,0.325,Medium,Profitable,7,751.9567,VIP
6067,CA-2015-151547,2015-01-17,2015-01-23,Standard Class,AH-10465,Amy Hunt,Consumer,United States,Bartlett,Tennessee,38134,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,8,0.2,10.008,0,0,0,0,2015,2015-01-01,Jan,Q1,6,88.96,78.952,0.1125,Medium,Profitable,5,-196.12009999999998,Low Value
6068,CA-2017-166695,2017-05-20,2017-05-24,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,90712,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.272,8,0.2,-97.176,1,1,0,0,2017,2017-05-01,May,Q2,4,518.272,615.4480000000001,-0.1875,Medium,Loss-Making,10,424.6583,High Value
6069,CA-2017-166695,2017-05-20,2017-05-24,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,90712,West,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98,1,0.0,3.3504,0,0,0,0,2017,2017-05-01,May,Q2,4,6.98,3.6296000000000004,0.48,No Discount,Profitable,10,424.6583,High Value
6070,CA-2017-166695,2017-05-20,2017-05-24,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,90712,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,343.2,1,0.2,38.61,0,0,0,0,2017,2017-05-01,May,Q2,4,343.2,304.59,0.1125,Medium,Profitable,10,424.6583,High Value
6071,CA-2017-167542,2017-08-13,2017-08-20,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,17.544,3,0.2,5.9211,0,0,0,0,2017,2017-08-01,Aug,Q3,7,17.544,11.622900000000001,0.33749999999999997,Medium,Profitable,12,3038.6254,VIP
